,Empid,certificateName,issuingOrganization,issuanceDate,expirationDate,certificate_id,description,approval
335,EMP_336,Communication Skills,"Francis, Bell and Bell",1976-03-08,2024-04-23,1018fcc5-2bd5-44df-a555-e264482bd021,Account shoulder third security.,Approved
336,EMP_337,Google Cloud Platform,Smith PLC,2009-04-26,2024-04-06,02805916-3f1c-4423-849b-3971426d6daf,Set fund morning threat purpose dinner.,Rejected
337,EMP_338,Scikit-learn,Walker-Villa,2016-02-28,2024-04-19,abf0b6a9-5215-41bc-8a5a-55a4a333d178,Modern bill majority marriage fast industry open.,Approved
338,EMP_339,Android Studio,Swanson and Sons,1980-10-01,2024-04-20,86f417e5-f1cc-4852-858d-0e31fb33e060,Necessary military president suffer special treatment.,Rejected
339,EMP_340,PostgreSQL,"Smith, Wallace and Garcia",1988-07-27,2024-04-11,25f646b0-8adb-4442-96f5-51dc346ec633,Pay vote turn same identify.,Rejected
340,EMP_341,HTML/CSS,Graham Inc,2002-02-07,2024-04-23,bd3fa852-b37a-45c1-92b6-3fffa23382fc,Enjoy break report reason.,Approved
341,EMP_342,Leadership Abilities,Martinez Ltd,2010-10-20,2024-05-04,a88eebe9-d551-42d4-841f-b03fcb153140,Notice seven wife fast hand health.,Rejected
342,EMP_343,Leadership Abilities,Smith and Sons,2007-07-03,2024-04-24,1b8a338e-b3be-4767-ae55-9198eb3a80de,Meeting possible cover yard audience.,Rejected
343,EMP_344,Figma,Frazier-Bennett,1970-12-06,2024-04-09,2cba6a38-c7d3-45b5-ba1f-1197ffcaff8d,Wear toward six generation popular himself go tonight.,Approved
344,EMP_345,Attention to Detail,Ortiz Inc,1994-03-01,2024-04-14,4f531bef-64ab-4db7-a35a-bcfdc7c4043d,Action do figure visit level.,Approved
345,EMP_346,Research Skills,Love-Hahn,1975-10-04,2024-04-14,140ba6e0-a76c-481f-bf59-84099878674c,Every society power common agent I usually.,Approved
346,EMP_347,Problem-Solving Skills,Young PLC,2022-04-14,2024-04-08,b84c390b-0328-432b-8e05-8092548f2169,Family someone near rock.,Approved
347,EMP_348,Time Management,Cannon-Reynolds,1973-03-18,2024-04-06,05c6f4ec-5a0e-4a1c-8ada-a9ff3f7f8961,Go difference benefit write race.,Rejected
348,EMP_349,Swift,Reynolds-Montoya,1979-09-29,2024-04-28,3b771a46-e185-4826-b3f7-0e105044bb88,Ball cost might teach.,Rejected
349,EMP_350,Technical Proficiency (specific to the employee's field),Johnson-Wade,1987-11-04,2024-04-10,393b8725-5683-4a8d-b20c-517adfcb73f9,Involve food throughout area.,Approved
350,EMP_351,Selenium,Thompson and Sons,1981-05-30,2024-04-06,66cb2926-9d50-46ce-8673-b47bd1b233aa,Our light economy last speech cold pick leader.,Rejected
351,EMP_352,Spring Framework,Murillo-Gonzalez,2017-08-15,2024-04-06,79646e15-ee92-4a02-90ad-4ca625ac8fec,Audience whom next travel instead painting party current.,Rejected
352,EMP_353,Natural Language Processing (NLP),Gomez-Gibson,1999-05-18,2024-04-14,297d83d8-12e5-4c29-b06f-bee46349353c,Method result road official others report from as.,Approved
353,EMP_354,Oracle,Lewis-Frederick,1991-02-16,2024-04-23,f17273a7-152a-47f3-a8c1-32e4933fb4d5,Pretty smile part traditional.,Approved
354,EMP_355,Azure,"Boyer, Newton and Thomas",1988-11-19,2024-04-26,56d110cd-08d4-45a2-83c7-97a8c3943b97,Strong before factor street until.,Rejected
355,EMP_356,Natural Language Processing (NLP),"Dunn, Rodriguez and Ellis",1976-10-10,2024-04-17,6422fa9e-4035-4ff7-8a08-23827a6256e7,Past amount chair friend.,Rejected
356,EMP_357,Flask,"Phelps, Walker and Anderson",2019-01-19,2024-04-24,e6168447-7299-4cf6-b606-ee0be7a750c2,Case about coach after civil happy wind.,Approved
357,EMP_358,Express.js,"Chung, Lester and Mitchell",1983-11-17,2024-04-11,27c71530-0bca-4a34-bddb-857a4bbfb641,Magazine big usually high.,Approved
358,EMP_359,JIRA,Sanders-Newman,1997-12-26,2024-04-19,78f397ca-ae31-421a-8f53-453fba450b67,Father instead face argue perhaps learn sell.,Approved
359,EMP_360,Google Cloud Platform,Davis Ltd,2023-11-18,2024-04-11,f6a930a4-ec1a-4a15-8c49-3f9808c506c3,Foot attention prove keep everybody democratic.,Approved
360,EMP_361,MySQL,Mann-Jennings,1991-08-13,2024-05-03,5893b5f8-0ceb-42d9-ab74-1d74bbc23075,About catch keep well.,Rejected
361,EMP_362,Decision-Making Skills,"Davidson, Williams and Jenkins",1986-08-03,2024-05-02,c15369bf-220e-48b3-ab6d-250742983db7,Popular determine action once finish.,Approved
362,EMP_363,Docker,"Mcconnell, Schwartz and Ryan",2023-05-20,2024-04-19,f08ccf66-5dff-4d09-9b74-ba78e01b65c1,Exist none hundred money fund great trouble author.,Rejected
363,EMP_364,Swift,Melton PLC,2017-11-16,2024-04-15,9675e145-9115-4d70-8a26-4e91d9896439,Natural class teacher floor car without.,Approved
364,EMP_365,Firebase,Lopez Inc,1976-02-16,2024-04-14,7e25dd64-5b74-4631-b9d8-8c26d18a467b,Bed list central production deal.,Rejected
365,EMP_366,Android Studio,"Williams, Schroeder and Nelson",2008-03-09,2024-04-11,e07e66f5-b13d-475a-b4c2-8c7b37594f25,Do writer public.,Approved
366,EMP_367,Jenkins,Morse Inc,1994-05-26,2024-04-29,fcaa5cbb-2c8a-41e1-bcb2-79a72ebbe059,Group magazine whether better course I.,Rejected
367,EMP_368,Hibernate,Peterson LLC,2005-12-03,2024-04-30,eceb0dd6-2c7f-44e6-b190-c831d3b67692,Return environment must to follow hit.,Approved
368,EMP_369,Jenkins,Taylor and Sons,2018-07-16,2024-04-18,5b8cef87-3e44-4119-8f00-89baf2998236,Weight realize record when parent can trade better.,Approved
369,EMP_370,PostgreSQL,"Turner, Harvey and Johnson",1974-02-10,2024-04-23,43842d65-ab01-4dd0-90d7-db2f4f683379,Eat remain though skin data base.,Rejected
370,EMP_371,Creativity and Innovation,Martinez Inc,1977-09-29,2024-04-17,ee6facc4-54f4-4900-800d-0304cf0ab8ab,Investment debate social just I support.,Rejected
371,EMP_372,RESTful APIs,Sanders LLC,1986-05-17,2024-04-28,d8963f83-64e3-44bb-beb7-3d76c61643ff,Remember goal remain money affect color maybe.,Rejected
372,EMP_373,GraphQL,Bailey Group,2001-09-09,2024-04-11,ab129445-45f5-4cfe-8afa-8876d05d9e3f,Someone benefit senior beat.,Approved
373,EMP_374,Customer Service Skills,Mccullough-Wilson,2021-07-02,2024-04-28,cdf7e50c-1d9b-4007-bf9a-58ab585abc2b,Resource short catch whole remember.,Rejected
374,EMP_375,Problem-Solving Skills,Cox LLC,2005-02-20,2024-04-06,304661bd-3507-4e7a-8d13-fbbdf84a2ff3,Drug late article boy building capital accept.,Rejected
375,EMP_376,Java,Barnett-Simpson,2006-08-10,2024-04-13,b3fe530e-f401-4884-95b0-6d7057d17bd7,Partner clearly recognize economy style.,Approved
376,EMP_377,Adobe XD,"Dunn, Hale and Olson",1987-03-09,2024-04-06,2dcc6f09-f29c-4eed-b920-232870a29442,Special life government run herself open sense join.,Rejected
377,EMP_378,Docker,Bailey PLC,2000-12-10,2024-04-18,ae9799fa-7714-4fbb-b6bb-1c74c7941624,Industry moment staff expert meeting.,Approved
378,EMP_379,Kubernetes,"Miller, Dyer and Davis",2010-05-19,2024-04-22,6b857f67-90fe-4808-9574-d3cf6d7c5bf7,Wife former night.,Rejected
379,EMP_380,Figma,Blanchard LLC,2013-11-18,2024-04-26,aa9754a4-df2b-4b0e-a10e-73aab5440a8a,Successful world maintain.,Rejected
380,EMP_381,Flask,Atkins Group,1971-07-22,2024-04-09,28fadbe8-307b-48fe-9ae5-54f7e7847577,Behind lose lay special.,Approved
381,EMP_382,Git,Brown Inc,2022-04-08,2024-04-18,eb57e846-71e4-49e6-b99e-4e7aa0526f10,Structure avoid responsibility.,Rejected
382,EMP_383,Decision-Making Skills,Washington-Gregory,2004-07-10,2024-04-24,68930667-d281-4966-9212-c0129f5cc573,Live free whatever piece wall positive.,Rejected
383,EMP_384,Attention to Detail,Cooper-Yates,2018-06-15,2024-05-01,c5bd2821-65ab-4b23-81e8-00d3c51b4a2a,Throughout different past heart.,Approved
384,EMP_385,Oracle,Wilson-Knight,1994-03-12,2024-04-25,b55bbeb6-be6e-4496-9c7e-c0bee5995642,Interest able may fill run also.,Approved
385,EMP_386,GraphQL,Smith PLC,2021-07-19,2024-04-13,dc8c2858-1e0f-42cc-b6e4-71f08a8bd1cc,Four want over impact student check must open.,Approved
386,EMP_387,GraphQL,"Walker, Rodriguez and King",1983-07-14,2024-04-29,cb5114f7-39dc-46f3-992c-66953d87b789,Traditional defense become.,Rejected
387,EMP_388,Django,"Young, Chavez and Young",2001-09-17,2024-04-13,115a004a-dce7-4d41-a09b-701027c5c831,Natural amount total sit.,Approved
388,EMP_389,AWS,Taylor PLC,1975-08-01,2024-04-27,4ec174f7-8c4b-4f7a-a267-e10e7c5786a2,Time clear too practice let mother.,Rejected
389,EMP_390,UI/UX Design Principles,"Klein, Branch and Smith",1991-03-20,2024-04-21,a9b60234-bba0-4cfd-8e6b-ff728b54b8ce,Along hold American everyone now theory.,Rejected
390,EMP_391,Spring Framework,Mcintyre Group,1996-03-12,2024-04-20,a9a00aa1-6623-4565-9d18-ef656fc9be2e,Better attention kid right.,Approved
391,EMP_392,PyTorch,"Flores, Yang and Chavez",2023-09-12,2024-04-19,ef3583ed-9bb7-4729-9a5e-1df524e37395,Cover popular soldier eight may.,Rejected
392,EMP_393,Communication Skills,"Aguirre, Rojas and White",1988-10-12,2024-04-20,2cf14fc6-4af7-467f-b7b2-7f77564f07ae,Should window lawyer story member conference.,Rejected
393,EMP_394,Creativity and Innovation,"Barrera, Horn and Herrera",1976-01-11,2024-04-14,c041e0f8-a7e0-40bf-b4a8-a0c0abcd9bf5,Mention win young from foreign.,Approved
394,EMP_395,Time Management,"Johns, Chen and Edwards",1988-07-10,2024-04-07,2a4978b8-53c5-483b-95ee-28784848a92b,Big film save week image truth.,Approved
395,EMP_396,Analytical Skills,Wilson LLC,2009-05-05,2024-05-02,d46ed8f8-28a6-469e-9287-78e90278cf0f,Wear computer report national her one include.,Approved
396,EMP_397,Communication Skills,"Murphy, Johnson and Flowers",1977-09-01,2024-04-23,35f14ce8-7ed1-433f-a91b-db84a6e2b7cc,Back building police camera.,Approved
397,EMP_398,Firebase,"Henderson, Martinez and York",1993-09-14,2024-05-04,5355e6e8-6607-469b-ab34-0e99738baec3,Science contain head simple attention movement specific phone.,Rejected
398,EMP_399,React.js,Patel-Green,1981-11-02,2024-04-20,8d33c3cc-3d52-407e-a309-9853dbc0dd23,Congress top enjoy finish.,Approved
399,EMP_400,Figma,"Thompson, Rogers and Herring",1985-04-06,2024-04-18,6ae38d2a-bdc9-43e6-94b1-71e937ef33dd,Indicate dog international Mrs training place.,Rejected
400,EMP_401,UI/UX Design Principles,Washington-King,1981-06-24,2024-04-18,757bb6fd-7cc9-4900-8c41-aaa59b5936fc,Some environment close point care.,Rejected
401,EMP_402,Python,Turner-Schmidt,1989-02-23,2024-04-20,98c8c326-a1ec-492c-a2e8-e3dc04018bd2,Lay keep method or hundred.,Approved
402,EMP_403,Google Cloud Platform,Michael-Adams,1997-08-27,2024-04-27,65af4b38-31d9-40e9-9324-9679ff1dc902,Short nice computer find grow real.,Rejected
403,EMP_404,Docker,Collins-Porter,2022-11-09,2024-04-19,f1610889-9335-4bc5-8cd3-c1031973c95b,Cultural develop writer baby.,Rejected
404,EMP_405,Swift,Lee-Flores,2012-08-29,2024-04-19,a9f9752b-2ba6-4e54-bc08-92a08879d83f,Play policy foreign character provide.,Approved
405,EMP_406,Swift,"Conner, Brown and Arellano",1993-04-29,2024-04-13,81c08ed0-ee69-4b14-bfbc-1f4287b341d7,Easy source too trip opportunity third face.,Rejected
406,EMP_407,Networking Abilities,Fuentes-Parks,1990-06-08,2024-05-04,62a878dd-0999-4d5e-93d6-c2a4b5d411e1,Trouble business message same.,Rejected
407,EMP_408,Swift,Williamson-George,1997-04-03,2024-04-16,5ed8ff4a-61f6-4499-ac10-9f6d52dc46cb,Girl interest list fire not second.,Rejected
408,EMP_409,Swift,Petty-Graves,1970-05-11,2024-04-30,c178c6dd-0d37-43a9-a83c-b7873b3a9e46,Especially front bar author set customer.,Approved
409,EMP_410,Scikit-learn,Phillips LLC,1972-03-19,2024-04-18,bab1ca9e-7736-4be5-b381-612ecae9eff2,Upon century both practice around.,Approved
410,EMP_411,Problem-Solving Skills,Long-Landry,2010-06-19,2024-04-16,e8cab7eb-4dc8-4635-a0f2-6a88adb57290,Station fill lead building line girl.,Rejected
411,EMP_412,Azure,"Molina, Stout and Myers",1986-01-11,2024-04-06,9054909c-b4bd-40ac-b855-4c071bf17d3a,Question wrong deep effort involve effect set.,Rejected
412,EMP_413,Attention to Detail,Herrera-Barron,2005-05-05,2024-04-18,b369f9f3-cbe2-4a3e-9a32-6a969127c368,Fire after fear stage inside sense strategy.,Rejected
413,EMP_414,Azure,"Gibson, Hayes and Mcguire",2011-03-17,2024-04-19,884b626e-6c89-41e1-b278-c10116bea6cb,Expect girl stay even necessary behind worker.,Rejected
414,EMP_415,Express.js,Sanchez-Newton,1997-11-04,2024-05-02,b5d5d713-cce7-40da-bbfc-e5d0457a5540,Then third control involve pattern.,Rejected
415,EMP_416,Research Skills,"Finley, Haas and Wright",1978-03-17,2024-05-02,e21ede5a-f930-4e2d-8d73-e12192bef1b0,Prevent his view.,Approved
416,EMP_417,Hibernate,Jenkins-Bryant,1977-01-09,2024-04-21,b523b58b-c6b0-4527-8416-ad04f91949f0,Interest show decision far story degree.,Approved
417,EMP_418,Problem-Solving Skills,Washington LLC,2021-11-24,2024-04-08,6b937df3-fa69-4f4e-9257-98d04199f8f3,Model maintain record check.,Approved
418,EMP_419,JIRA,"Rogers, Howard and Contreras",1982-10-18,2024-04-25,5ebe968a-56d2-4a1a-ab06-5622e18fe702,Tough movie newspaper this story.,Rejected
419,EMP_420,Problem-Solving Skills,Taylor and Sons,1990-01-17,2024-04-07,cd08b3c2-08da-4bf7-a501-8703ad5d1102,Billion sister start carry class should property.,Approved
420,EMP_421,Figma,Wilson-Hendricks,2015-06-27,2024-05-03,8839d14f-6aef-4260-84fb-5fe3c9793e31,Nothing foot place eye.,Rejected
421,EMP_422,Kubernetes,Sherman-Hood,2005-02-16,2024-04-29,fe7552f1-4627-46b0-b61b-580da7079aaa,Worry federal recently argue.,Rejected
422,EMP_423,MongoDB,Brooks-Maynard,2023-06-19,2024-04-19,3a01075c-d6a7-4f2a-9e9f-0fb2c4badd8c,Red air try pressure need.,Approved
423,EMP_424,Figma,Bell-David,2015-10-07,2024-05-03,0ce98141-e5e2-4b80-858c-26062552f17d,Morning modern charge effect interview.,Rejected
424,EMP_425,AWS,Anderson-Schaefer,1998-12-24,2024-04-26,aea03581-b002-4169-ba8f-a46d6c41f5bc,Economic property share agreement to yes.,Approved
425,EMP_426,Leadership Abilities,Soto Ltd,1993-05-02,2024-04-09,26636861-e45d-4078-a97d-67f891ee728e,Particularly stay movement movement cut including.,Rejected
426,EMP_427,Figma,"Rhodes, Alexander and Cooley",2012-06-11,2024-05-03,6b1ac4b4-c699-40af-9a22-2696f8830b73,Every and even whom.,Approved
427,EMP_428,Spring Framework,"Rush, Jefferson and Mccoy",2004-04-06,2024-04-19,7f1fd20e-44dd-42f7-9a6b-453710b872e7,Charge first treatment meeting.,Approved
428,EMP_429,Adobe XD,"Reyes, Mejia and Williams",1971-05-28,2024-04-12,ea51d30c-869f-4bce-bda2-e125cbe1553d,Defense compare character baby single owner.,Approved
429,EMP_430,MySQL,"Garcia, Evans and Haas",2022-08-14,2024-05-04,03c0b1ea-a132-46bd-a1e5-b8c41fc76098,Painting picture wear notice be.,Approved
430,EMP_431,Android Studio,Barr LLC,1991-12-19,2024-04-21,9467517a-c00f-425e-a89c-f599bdfae27f,Clearly Mr local economic job.,Approved
431,EMP_432,UI/UX Design Principles,Webster-Chavez,1983-10-08,2024-04-25,9f05d651-6495-4406-b4e2-6149bc112414,Small stuff season step might service capital.,Approved
432,EMP_433,RESTful APIs,Scott Group,1999-11-12,2024-04-13,5b4be9ea-27d7-4457-af98-eda18efd5c5b,Call idea eye friend continue receive significant enjoy.,Approved
433,EMP_434,Adaptability,Caldwell-Simmons,1982-07-09,2024-05-01,f8eaadf6-7aff-4bee-9cd8-3d43e880fd7d,Figure fire quite talk month.,Approved
434,EMP_435,Spring Framework,Jordan Inc,1970-12-20,2024-05-01,47061dae-14f4-4e73-b70e-f0c8399b3e37,New natural tough race hour.,Rejected
435,EMP_436,GraphQL,"Castro, Mills and Jones",2007-01-20,2024-04-16,7af17bb0-ed1d-40c1-8cee-b80b5da7b76f,Option leg inside truth protect group.,Approved
436,EMP_437,Adaptability,Beltran and Sons,2013-09-11,2024-04-22,d4875b01-9aa2-4226-859d-e61289dd077d,Move about investment director.,Approved
437,EMP_438,Leadership Abilities,Jenkins and Sons,2008-05-20,2024-04-12,2d76a81e-1c43-4ab6-8ba0-5237f9644890,Top clearly whole marriage evening political five marriage.,Rejected
438,EMP_439,AWS,Edwards-Stuart,1975-05-04,2024-04-29,23cb3a50-6dad-4e0c-bdd7-7699486d132e,Cost trial edge single must kitchen.,Approved
439,EMP_440,Google Cloud Platform,Hall and Sons,2010-12-05,2024-04-15,2c2d50e5-d43d-49d5-b362-f9c97c32d0f0,Recent strategy as stuff reveal four.,Rejected
440,EMP_441,Node.js,Simpson-Luna,1977-07-13,2024-04-24,1b08a3eb-4c91-4b5d-b52a-38154cf81cba,Land most add strong detail really.,Rejected
441,EMP_442,Kubernetes,Wilson Inc,1974-06-25,2024-05-01,ef48fc93-32dc-48f7-80b5-f0c7c191d069,Get enough lay trade.,Approved
442,EMP_443,Adobe XD,"Diaz, Anderson and Patel",1999-03-22,2024-04-15,fcd98478-2d3e-4a7b-b77b-84978eb9fb79,It dinner good law conference.,Rejected
443,EMP_444,Hibernate,"Weaver, Smith and Mccullough",1996-02-04,2024-04-28,77a1277f-803e-41d1-a3e1-3d558e1b9f40,Anyone five weight decide true inside turn.,Approved
444,EMP_445,Oracle,Robbins-Li,2005-10-13,2024-04-12,d3cfe6f2-4247-444c-bfb8-06481c393f11,Include life learn peace five finish building.,Approved
445,EMP_446,RESTful APIs,"Reynolds, Mann and Conley",1994-06-24,2024-04-21,23386225-9842-4b2c-815e-32ccb41eb20f,Gas since wish run player note east.,Approved
446,EMP_447,RESTful APIs,"Mendoza, Snyder and Jackson",1989-11-15,2024-04-06,7a743b5c-36ab-49c0-8332-e0b35506d258,Page data every perhaps figure about law pressure.,Approved
447,EMP_448,TensorFlow,Rose-Ellis,1971-08-18,2024-04-26,dbf442eb-482d-4717-929f-26abaf6289b6,Notice my interview.,Rejected
448,EMP_449,Google Cloud Platform,Clark Group,2017-01-24,2024-04-30,41344c72-12ae-4bbc-b1f0-53dba5587e13,Ask event manager actually past.,Approved
449,EMP_450,Attention to Detail,Mendez-Miller,2020-04-11,2024-04-26,bfb21921-70eb-495d-accb-6647cb8ba1f2,Their throughout color site.,Approved
450,EMP_451,Adobe XD,Carter-Miller,2020-12-20,2024-04-16,e9999bc5-71a2-44db-bf4b-c94ff48b4453,Accept task suggest difficult.,Approved
451,EMP_452,Adobe XD,Barnes-Macdonald,1973-04-30,2024-04-08,5cfecfbf-88cb-4d51-b23d-617679848bf4,Experience last peace cultural half occur.,Rejected
452,EMP_453,Creativity and Innovation,"Hawkins, Ruiz and Avila",1991-04-23,2024-04-07,55f563a9-c237-4d0c-a5ce-ae9d82991149,Spring others represent way.,Rejected
453,EMP_454,Attention to Detail,Garrison-Watson,2020-07-19,2024-04-18,956caa05-62f0-47f0-baf1-3b32033a5efd,Century rate million miss base various spend approach.,Approved
454,EMP_455,Adobe XD,Rasmussen Inc,1974-07-18,2024-04-22,5a1b5905-4464-4b6f-86a2-5f673cdfe2dc,Respond itself meet shoulder system stock feeling.,Approved
455,EMP_456,Communication Skills,Novak and Sons,1989-06-12,2024-04-26,cffaa515-333a-441f-bd2c-e1de09acaed4,View use career method style past tell.,Rejected
456,EMP_457,Adobe XD,Jones-Patton,2000-03-31,2024-04-19,b92bb321-8139-45ab-b65e-53a334b823d7,Factor challenge personal.,Approved
457,EMP_458,Swift,"Kelly, Martin and Parsons",2007-01-11,2024-04-25,21ab2727-c273-4251-8370-0d4840f2c821,All late support claim.,Rejected
458,EMP_459,Customer Service Skills,Williams and Sons,1986-08-11,2024-04-29,00c2ab0b-940d-4c68-928f-cf77dd02bd85,Imagine week now range interesting arm perhaps.,Rejected
459,EMP_460,React.js,"Jones, Vega and Ramos",1975-10-23,2024-04-27,136f0741-e735-4a89-9afd-1a1aed1715f7,Fact me along guess area view or both.,Approved
460,EMP_461,Natural Language Processing (NLP),"Brewer, Thomas and Mendoza",1998-04-10,2024-04-08,9c247660-95ca-44b8-8803-8e432d58f981,East force beautiful relate.,Approved
461,EMP_462,Networking Abilities,Carr-Stark,1985-11-15,2024-05-03,539cfd09-923c-4bf9-89ff-9435347b1d76,Allow back bar without present.,Approved
462,EMP_463,JIRA,Glover Inc,2013-03-29,2024-05-04,ee97fe2b-c7c3-4870-bb73-0a4ea32ad68b,Camera size hundred foot evidence how.,Rejected
463,EMP_464,Jenkins,Gray-Page,2009-08-25,2024-04-06,349b8fe1-7c91-4a44-88fe-6a661dd6a18f,Wish foreign simply hear mouth.,Approved
464,EMP_465,MySQL,"Flores, Nelson and Phillips",1976-04-18,2024-04-14,05db6d76-7b8d-4395-be14-1fbce93118b5,Off herself maintain body career seat.,Rejected
465,EMP_466,Communication Skills,Everett and Sons,2022-02-22,2024-04-27,57535b0d-88a6-4f2c-a74d-b6ccf3004dab,Fast well word affect sound seven door player.,Approved
466,EMP_467,Adobe XD,Gay and Sons,1970-11-22,2024-04-06,d3fe02be-02a1-4dfb-87c6-59f0430cadc1,Over month individual future.,Rejected
467,EMP_468,Natural Language Processing (NLP),"Greene, Bush and Spencer",1998-05-05,2024-04-08,a37b8129-075c-4c76-98a7-f90acefc5014,Environment open hot exactly line.,Approved
468,EMP_469,Analytical Skills,Costa Ltd,1991-03-17,2024-04-26,07add878-8c30-4491-8bdf-ec6e9895dc9c,Movie view smile door baby strategy growth answer.,Rejected
469,EMP_470,Analytical Skills,Miller-Sims,2007-07-16,2024-05-02,687be85c-7416-4b42-b15c-171ab191e129,Amount risk activity of enter green.,Rejected
470,EMP_471,Adobe XD,Chen and Sons,2009-04-08,2024-04-09,b13c388a-bc3e-47c2-aed4-a21e0a453f0f,Campaign large accept must.,Approved
471,EMP_472,JavaScript,Johnson Group,1974-09-04,2024-04-29,562552dc-7e63-45af-9b46-e859de1de728,Serve generation attorney member yeah whatever brother.,Rejected
472,EMP_473,JavaScript,Ellis Inc,1991-06-29,2024-04-25,80d2efd5-0552-49b1-955b-8af09d4f9825,Couple international move section past.,Rejected
473,EMP_474,RESTful APIs,Tran Group,2020-02-29,2024-04-09,1b9760cf-9794-4dfe-8445-3d4af5a50116,Leave task character sport toward.,Approved
474,EMP_475,Java,"Fitzgerald, Wolf and Grant",1977-04-14,2024-05-01,843e828f-ab3d-4ff6-ad9c-e97f1c39f26a,Sure hundred still admit manager enter technology current.,Rejected
475,EMP_476,Python,"Harris, Barnett and Hinton",1980-04-06,2024-04-06,644b6819-9380-49b5-a02b-011748630335,Get case official Congress.,Approved
476,EMP_477,Oracle,"Herman, Nelson and Garcia",2015-05-02,2024-04-28,5e27a06e-123f-44c3-9775-b1cc6a8f3a50,Baby throughout the.,Rejected
477,EMP_478,Jenkins,"Francis, Henson and Barnett",1974-02-22,2024-05-03,e1ec0df5-b146-46b4-9158-deab098c46fd,Also security public off big us how.,Rejected
478,EMP_479,Scikit-learn,Brooks-Mooney,2000-03-20,2024-04-08,5fc37c11-f865-4606-91da-ea0be713771d,Involve military chair citizen realize.,Approved
479,EMP_480,Java,"Peters, Smith and Mosley",2013-03-01,2024-04-18,c948efa6-dd72-418c-8394-7a6234d315ed,Run other increase guess rise everything.,Rejected
480,EMP_481,Technical Proficiency (specific to the employee's field),Douglas and Sons,1992-02-16,2024-04-17,7d4a6a03-2cd3-4f9b-ab91-4fad76cfc66f,Card art model majority play fact.,Rejected
481,EMP_482,RESTful APIs,Jordan-Chan,2011-11-01,2024-04-12,926766bd-d30c-46f8-a195-1ed49acc05ef,Remember official learn west.,Approved
482,EMP_483,PyTorch,Thornton Inc,1974-01-04,2024-05-01,5b6c9ea1-cab2-40a1-b151-fd5d3f41adcf,Dream ever which series that.,Approved
483,EMP_484,UI/UX Design Principles,"Hawkins, Terrell and Scott",1986-09-11,2024-04-11,5f5d9b56-5f81-445f-81bb-1502764ee781,Cold pass continue design can buy.,Rejected
484,EMP_485,Natural Language Processing (NLP),Dean-Acevedo,2004-10-16,2024-04-07,fe2fb2b8-8847-4541-9853-c13dd5c78b72,Style star loss determine upon.,Approved
485,EMP_486,Spring Framework,Barnett-Russell,1976-06-07,2024-04-12,974722f5-3f3a-4284-ac6c-2572b3c9b8fb,Baby can seem boy.,Rejected
486,EMP_487,Problem-Solving Skills,"Gross, Diaz and Villegas",2015-09-12,2024-04-20,4662dd81-2a99-4bb8-b4e7-cf6bb3f7f3cc,Ready guess sport word particular.,Rejected
487,EMP_488,Kotlin,Hartman-Lawrence,2018-10-20,2024-04-30,2a16c096-76bd-457b-b581-dd5ae9c7eeff,Because security keep write available heart.,Approved
488,EMP_489,Oracle,Quinn-Thomas,1996-08-14,2024-04-27,34f7505d-b32d-492b-9a30-a7893004d511,Test figure however bad much study tree.,Rejected
489,EMP_490,Hibernate,Mueller-Roman,1989-09-16,2024-05-04,94d10f84-a875-4553-abd9-191dbe108223,Season thousand chair scientist thing.,Rejected
490,EMP_491,RESTful APIs,Serrano PLC,2006-05-18,2024-05-02,de356863-14f3-4ddc-9730-d1a38425bfe8,Identify network security billion into.,Approved
491,EMP_492,RESTful APIs,Johnson Inc,2001-06-27,2024-04-06,7ea3bef5-2df6-4616-a289-b2caeeb69d5c,Appear world sea detail still truth little.,Approved
492,EMP_493,Python,Gallegos LLC,1994-06-23,2024-04-06,0e77d86a-7920-492c-a738-2a304f83f8c5,Describe think nice loss.,Rejected
493,EMP_494,Python,Moore and Sons,1998-03-27,2024-04-25,deb019dc-2219-4150-9422-6f03de0e5bf7,Media eye score reduce already one why history.,Rejected
494,EMP_495,Analytical Skills,"Harris, Mosley and Cortez",1974-06-08,2024-04-12,07514b8e-814e-47bf-84d3-723fcc91b742,Green lay computer husband president raise challenge father.,Approved
495,EMP_496,Google Cloud Platform,Walker Inc,2012-04-24,2024-04-21,292b571a-0976-42a0-ab7f-f7a14138f074,Let religious direction authority plant suffer person.,Rejected
496,EMP_497,AWS,Martin-Moyer,2022-06-16,2024-04-20,6b98ab1c-58de-4d5f-92f0-4825fdc274c9,Culture leg must give visit.,Approved
497,EMP_498,Angular,Duke-Fox,2001-09-06,2024-04-25,4c55741c-587d-4738-9541-d39ff913e706,Citizen for mission sell rest.,Rejected
498,EMP_499,Hibernate,"Key, Williams and Parks",2001-03-22,2024-04-12,999743df-41b9-45b8-9e40-2c95e1c53c35,Much news player early life on stand.,Approved
499,EMP_500,PyTorch,"Turner, Adams and Walton",2009-07-12,2024-04-25,78d5da99-211f-41cc-af42-e984b0cfd91b,Area that Mr station apply.,Rejected
500,EMP_501,Decision-Making Skills,Greene-Davis,1998-10-10,2024-04-12,89fd0187-fb75-46c8-aedf-1f1dfbce3469,Change usually bed several fund.,Rejected
501,EMP_502,Attention to Detail,"Villarreal, Jones and Williams",2000-02-22,2024-04-06,f4b0afa2-5625-4617-bd19-eae619145630,Almost true during seek lose onto place.,Approved
